x,y,cluster
-8.90198,-6.45154,-1
-5.12382,-2.32297,-1
1.37859,0.573282,1
-10.5561,-5.97841,-1
-8.97184,-6.04212,30
-9.25568,-6.74403,-1
1.79949,1.42785,9
-0.168387,-2.6427,-1
1.77367,0.441203,1
-4.36542,4.79145,-1
-3.38687,0.357575,-1
-9.98575,-3.9811,-1
1.84544,0.495809,1
-6.03276,4.64132,-1
2.08034,1.09932,1
-7.61322,-5.59064,-1
-3.30541,-3.02587,-1
2.31365,0.650228,1
-5.09541,5.03125,-1
-3.71055,-2.84101,-1
2.56726,0.231608,10
-10.4878,-4.9231,-1
-9.62502,-6.74268,-1
2.04196,-0.503676,-1
-8.54606,-8.34465,-1
1.68092,0.919288,1
-1.03268,0.644239,-1
-4.72733,1.91678,-1
-8.40388,-4.55446,-1
2.17097,0.349898,1
1.52692,0.792724,1
-6.85761,-0.297758,-1
-5.24354,2.90029,-1
-3.81265,3.10274,-1
-6.53673,-1.7057,-1
1.91571,1.37184,9
-2.73518,-2.57115,-1
-8.57176,-4.10354,-1
2.15097,-0.282589,11
-3.4659,0.818416,-1
-9.4734,-6.61209,5
1.57884,0.245634,1
-3.5621,-4.5533,-1
-2.17265,-2.55613,-1
2.20476,0.0667549,1
-9.13384,-5.1497,12
2.706,0.249637,10
2.29425,0.222262,1
-8.71694,-5.10167,-1
2.30438,0.0751072,1
-8.38476,-5.70029,-1
2.63391,0.147979,10
2.25816,0.343831,1
1.73171,-0.230518,2
1.62076,-0.135884,2
1.76988,0.580884,1
-10.767,-4.06087,-1
-8.50974,-5.54822,-1
-0.798096,2.24726,-1
-9.27536,-7.83168,-1
-8.54814,-4.80054,-1
-6.39084,1.25225,-1
-9.88723,-3.70389,-1
-7.31258,-3.98656,-1
-2.70888,-2.44238,-1
2.12272,0.867123,1
-2.28378,-0.338349,-1
1.87273,0.361254,1
-8.45611,-5.29489,-1
-3.29413,1.15364,-1
-5.68756,-1.32451,-1
-5.57143,0.279346,-1
-12.6243,-1.72354,-1
-9.35032,-6.14099,3
1.66639,0.651175,1
-2.50846,-1.79435,-1
-8.08103,0.880309,-1
-7.79995,0.226207,-1
-7.84811,-6.09252,-1
-8.55883,2.33667,-1
-0.309315,1.55837,-1
-0.831945,-2.0655,-1
2.2192,0.195549,1
-3.41532,0.56256,-1
-8.17417,-5.08617,-1
-1.37903,3.44019,-1
1.98595,0.144124,1
-8.33696,-5.96044,-1
1.6899,-0.225297,2
-4.93621,1.17431,-1
-10.4116,-6.05237,-1
1.6762,0.381215,1
-8.02595,-4.10845,-1
1.86721,-0.00560038,1
-10.8584,0.379487,-1
-8.39351,-6.09963,32
-7.93429,-5.1924,-1
1.55346,1.21908,13
-6.66225,1.2577,-1
-8.59343,-5.48061,-1
-10.8571,-5.99526,-1
-2.60425,1.7824,-1
2.52119,0.517167,1
1.61176,0.788574,1
-7.24808,-1.73825,-1
-9.34305,-5.25349,-1
2.05996,1.08969,1
-5.90045,1.6826,-1
-5.47072,3.8133,-1
-7.24629,0.447112,-1
-7.74193,-4.78426,-1
-6.49014,-4.5646,-1
1.80652,0.713109,1
1.88267,0.140263,1
-8.92084,-6.96629,-1
2.0268,0.452286,1
1.57704,0.77349,1
-0.525865,-0.290889,-1
1.85752,0.427855,1
-8.77112,-4.83849,8
1.81272,0.711887,1
1.83601,-0.920936,-1
-6.74096,-2.88679,-1
-3.31534,3.6445,-1
0.971848,0.0896537,-1
-4.75483,-1.85081,-1
-1.179,0.000648419,-1
-3.48079,-3.30554,-1
-9.194,-6.62116,-1
-8.1911,-5.85989,14
2.02081,0.510698,1
-5.53617,2.60715,-1
2.06625,0.839036,1
-2.12976,1.00793,-1
-3.05485,-2.35583,-1
-9.65362,-6.12507,15
-9.19419,-5.89227,-1
2.68395,1.20592,-1
1.83071,0.433235,1
-9.99568,-5.95573,-1
-3.87755,3.65471,-1
1.79185,0.508332,1
-9.79755,-6.60785,-1
-10.2627,-7.19929,-1
-8.53447,-4.76741,-1
-9.19988,-6.28821,-1
-8.74933,-6.66339,-1
-9.65769,-7.54335,-1
-7.93907,-6.26665,16
-3.96008,-0.409402,-1
1.41274,-0.216567,23
-6.38055,-1.14458,-1
-8.03027,-5.49396,17
-3.04952,-0.666801,-1
-8.05808,-6.96588,4
2.12894,1.10165,1
-7.81596,-5.80226,24
1.62822,0.286511,1
-8.99925,-7.20067,-1
-6.88595,-5.7243,-1
-1.58578,1.24979,-1
-3.08732,-3.02799,-1
-9.39436,-5.77437,-1
1.62418,0.84989,1
-9.87698,-6.82851,-1
2.11756,0.379158,1
2.57096,0.823949,1
-6.56897,-1.71861,-1
-3.83306,-0.459049,-1
-10.2117,-5.19511,26
-7.38209,-5.63411,-1
-8.16781,-1.59834,-1
-10.4963,-6.49185,-1
-9.05805,-5.90633,-1
-7.58568,-5.34131,-1
-3.24791,4.77615,-1
-4.5505,0.678115,-1
1.11798,0.330496,18
-6.00769,-1.9348,-1
-2.60687,0.360972,-1
-8.02688,-6.42386,-1
-7.6932,-5.16204,-1
-4.37423,-6.58695,-1
-8.13239,-5.59319,17
2.74307,0.972116,-1
-4.79479,2.89086,-1
-4.02079,-0.930398,-1
-9.73942,-5.28814,-1
-7.8506,-4.76016,-1
-6.787,0.0910114,-1
1.94916,0.77225,1
-7.98778,-3.86993,-1
1.30041,1.04912,-1
-4.30237,0.644424,-1
1.66833,0.518877,1
-7.35745,2.33264,-1
-5.78832,0.475988,-1
-8.77707,-4.57375,8
-7.52152,-6.04594,-1
2.47981,0.984263,1
-10.3013,-6.06118,-1
1.92607,-0.158017,2
-0.857857,-3.40865,-1
3.02421,-0.688565,-1
-7.93356,-6.3628,16
-4.9723,2.98893,-1
1.76038,0.236421,1
1.78325,0.289363,1
-8.96391,-4.51461,19
1.9749,0.0262853,1
1.9708,0.0875317,1
1.88631,0.140306,1
-9.34153,-5.49957,31
-2.51686,2.62268,-1
2.41578,-0.0506679,-1
-8.07731,-7.06593,4
1.25362,0.227384,1
1.52842,1.26037,13
-7.74096,-6.56411,-1
1.56971,-0.513143,-1
-9.70582,-4.81552,-1
-8.24672,-5.4804,-1
1.25759,0.889114,-1
-1.50263,0.26505,-1
-9.48565,-4.97657,27
1.53523,0.031671,1
-9.14208,-4.97173,-1
2.284,0.531445,1
-4.74241,-2.09548,-1
-3.48404,-1.41361,-1
1.20435,-1.05449,-1
1.21969,0.19557,1
-4.65331,-2.27327,-1
-8.80782,-6.47035,-1
-9.04639,-5.23285,12
2.78835,0.246725,10
-9.55826,-4.20713,-1
-8.41501,-6.35975,-1
-7.31526,-5.11159,-1
-8.10344,-6.0733,-1
-7.83732,-5.02987,-1
-5.03249,2.86247,-1
0.256198,-1.86271,-1
-3.08943,-5.43849,-1
-1.54099,-3.58808,-1
1.51472,-0.0369474,1
-4.53907,0.580931,-1
-10.3559,-6.20505,-1
1.89335,0.169946,1
2.53524,0.218128,10
-8.97648,-4.20619,20
-4.41008,1.7045,-1
-3.95656,1.39759,-1
-9.1576,-5.17106,12
-9.19153,-5.73764,21
-7.66798,-7.10825,-1
-6.96781,-0.783583,-1
-3.33303,2.45082,-1
1.45522,0.797814,1
-8.36766,-3.69571,-1
2.12186,0.461354,1
-9.2176,-5.46476,-1
-11.0828,-6.76013,-1
-9.1008,-5.26745,12
1.80572,0.0737018,1
1.54743,0.512319,1
-2.92505,1.29269,-1
1.30658,0.977186,-1
-1.48265,1.80221,-1
1.62961,1.1784,13
2.09899,-0.231334,11
-10.6742,-5.04376,-1
1.56945,0.909905,1
-8.50441,-6.69035,-1
1.97806,0.261742,1
1.96759,0.346722,1
2.44127,1.1889,-1
1.39525,0.0594453,1
-5.18273,-1.10927,-1
-7.06814,-7.04236,-1
-2.78268,-1.94854,-1
-8.26446,-4.69884,-1
-8.24002,-5.49911,-1
-6.5162,-1.42731,-1
2.32433,0.91416,1
-7.51148,-6.00051,-1
-9.81956,-4.05533,-1
1.23114,-0.398648,-1
3.2328,0.703645,-1
1.40403,0.330716,1
-8.20902,-0.536068,-1
-5.62158,-0.737753,-1
-8.44047,-5.18709,-1
-7.76171,-5.31294,-1
-8.33738,-5.00482,-1
-8.18026,-8.05058,-1
1.44535,0.205758,1
-9.2907,-5.68173,21
-7.93718,-4.51445,-1
-10.0545,-5.43639,6
-9.47429,-6.41735,-1
-9.8648,-5.33318,-1
1.39655,0.796975,1
-9.77231,-5.69262,-1
-6.32752,5.14953,-1
-4.32173,-2.94443,-1
1.31274,0.860481,1
-9.51339,-5.59695,-1
1.70017,0.529113,1
2.29254,0.529853,1
-7.70057,-1.42986,-1
-11.1004,-6.33798,-1
-10.0273,-5.82025,-1
1.41417,1.08906,-1
1.18109,-0.275575,-1
-8.49814,-5.44012,-1
1.87892,0.881431,1
1.57123,1.39714,13
-7.54102,-5.17355,-1
2.48776,0.10861,1
1.6917,0.832098,1
-5.51947,1.60589,-1
-7.22712,1.46644,-1
-5.19102,-2.54183,-1
2.25181,0.938649,1
-7.56751,-5.61429,-1
-0.583229,2.98193,-1
2.42792,0.17958,1
-9.95878,-6.64906,-1
-5.41029,1.45683,-1
-10.2853,-6.54228,22
-7.52821,-1.78766,-1
1.46476,1.26216,13
-9.39472,-4.39417,-1
-9.60198,-4.61595,-1
-8.76398,-4.4554,-1
0.886125,-0.836346,-1
-5.09025,2.71546,-1
-8.28953,-4.10333,-1
1.72733,0.552945,1
1.59384,1.0183,1
1.94884,0.539542,1
-8.28438,2.34102,-1
-8.94624,-6.91458,-1
-8.55648,-4.79796,-1
-8.58183,-7.22256,-1
-4.08104,2.76053,-1
-1.92117,-0.304715,-1
2.1482,0.798758,1
-7.36565,3.55177,-1
2.62852,0.545898,1
1.7283,0.0581112,1
1.82524,-0.219139,2
-4.71965,-3.01009,-1
-8.56484,-5.24828,-1
2.41663,-0.150101,33
-8.81128,-6.11932,-1
-3.6829,-2.574,-1
-3.74281,-1.47135,-1
0.928372,0.519712,-1
-5.55377,-0.835667,-1
1.68309,0.666167,1
0.868509,-0.114594,-1
2.07489,0.731356,1
-6.85652,-1.2548,-1
-8.54689,-5.79384,-1
-8.80104,-6.49128,-1
-1.37629,-2.74199,-1
1.78139,1.39644,9
-3.91735,3.60063,-1
2.25894,-0.113312,1
-3.44678,0.26621,-1
-5.18254,3.90985,-1
-8.99944,-5.14564,12
-4.93484,-0.250178,-1
-9.02666,-3.94463,-1
-7.64593,-0.275597,-1
2.53436,0.203542,10
-10.7405,-4.84218,-1
-8.9178,-4.23734,20
-9.56778,-5.99887,15
-4.78628,1.62828,-1
-10.2492,-5.91245,-1
-4.11481,-0.694048,-1
-8.1776,-5.24791,-1
-9.28104,-6.59777,-1
-9.64588,-6.27519,-1
2.0277,1.30542,-1
2.00983,0.653761,1
-8.22342,-5.76973,14
1.68903,1.26279,13
2.64361,-0.213325,-1
1.44729,-0.37469,23
-6.42774,-5.17836,-1
-7.48879,-6.37957,-1
-7.63555,-6.30774,-1
-9.52806,-4.39145,-1
1.7641,0.997831,1
-10.0301,-5.14098,-1
-3.36264,-2.21975,-1
-8.12102,-4.30028,-1
1.8694,0.578852,1
-8.03856,-6.26722,16
-1.61288,-3.37506,-1
-3.68615,-3.49217,-1
-8.62578,-4.35872,-1
-9.52225,-3.74979,-1
-5.30927,-3.32118,29
2.06737,-0.0341333,1
1.14959,1.24555,-1
2.41666,0.400855,1
-4.26573,-2.47089,-1
-8.18856,-6.01166,-1
2.1628,-0.976226,-1
1.38958,-0.108219,-1
-1.62669,-1.29371,-1
-7.9534,0.818193,-1
-10.3045,-4.31779,-1
-1.5574,0.896304,-1
2.83795,0.898361,-1
1.61533,0.893083,1
-6.73253,-0.0363967,-1
1.62367,1.33957,13
-4.17576,6.09852,-1
1.56934,-0.629812,-1
1.91199,0.421648,1
-10.5979,-6.69833,-1
1.94814,0.934835,1
-4.65151,2.27344,-1
1.93663,0.715543,1
1.47276,-2.59223,-1
2.01817,0.638756,1
-8.74826,-0.716799,-1
2.36517,0.835362,1
-0.726672,6.23399,-1
-6.7245,-6.25524,-1
-7.36888,-4.27886,-1
1.36692,0.11348,1
-7.28678,-5.17754,-1
-7.73526,-5.74738,24
-9.9405,-4.95959,-1
1.88723,0.250673,1
1.77082,-0.617373,-1
-3.92531,3.97293,-1
1.40898,1.14156,-1
1.87171,0.780356,1
-9.29251,-5.64001,21
-8.34932,-5.44082,-1
-6.96845,-2.67494,-1
2.88708,0.526794,25
-3.87247,1.36194,-1
-5.17007,-1.43511,-1
-9.70944,-6.13208,15
-5.40681,0.444443,-1
-10.2702,-5.19985,26
-8.59474,1.43821,-1
-8.47145,-6.87425,-1
2.24792,0.980052,1
2.49738,0.891669,1
2.8636,1.14989,-1
-7.21764,-1.30847,-1
-11.0055,-5.76446,-1
1.99913,0.205028,1
-8.93761,-5.00526,-1
1.73344,0.924985,1
-4.6457,1.73392,-1
-5.68641,3.57999,-1
-9.53812,-4.96485,27
-8.49658,-1.68686,-1
-6.56806,1.94725,-1
2.44244,0.516129,1
-9.16958,-3.933,-1
-7.96356,-5.46701,17
1.65322,1.16074,13
-11.5147,-6.69492,-1
-5.46361,0.743617,-1
-8.68107,-6.19074,-1
1.7745,3.87164,-1
-7.19436,-4.14106,-1
-4.43533,2.70535,-1
2.18544,0.539231,1
-8.19959,-6.26403,-1
-8.5864,-6.07263,28
-4.12305,-0.237067,-1
-5.03177,-2.26172,-1
-9.35245,-4.53479,-1
2.02518,0.331143,1
-8.34971,-4.78908,-1
-3.9921,-0.109738,-1
1.7922,0.961413,1
-3.93322,2.73825,-1
-7.36172,-4.78883,34
1.66954,-0.323019,2
-5.29878,-3.3243,29
-8.27559,-5.85281,14
2.2888,-0.0369438,-1
-7.50178,-4.70611,-1
-1.48842,0.110905,-1
1.19698,0.454985,18
1.18318,0.124224,1
2.93253,0.315386,-1
1.5193,0.0644236,1
1.45142,0.52576,1
-7.65459,-5.68411,-1
1.8827,0.498144,1
-8.72348,-5.92499,-1
0.781205,0.835301,-1
-8.63833,-6.0994,28
2.62491,-0.493995,-1
-4.62448,-2.40107,-1
-8.00932,1.30869,-1
2.30681,-0.209099,33
2.24957,0.364601,1
-9.12059,-3.49366,-1
-8.77162,-0.771348,-1
-10.7476,-5.1255,-1
1.26902,0.268522,1
-7.08944,0.646275,-1
-11.2166,-4.33258,-1
-8.16079,-4.11894,-1
-6.16043,-4.07376,-1
-8.79857,-7.14856,-1
-8.96781,-5.50035,-1
1.4409,0.838751,1
-9.42776,-1.28095,-1
-5.89413,-0.442873,-1
3.02352,0.269065,-1
-2.44766,-5.5329,-1
2.17801,-0.0256143,1
-8.00403,-4.53682,-1
-4.61506,-0.468901,-1
-2.48842,-2.96459,-1
0.532719,0.199725,-1
-3.39453,-1.40909,-1
-6.96473,3.6451,-1
-4.22789,-2.52306,-1
-2.32456,-3.11328,-1
-7.60401,-7.42669,-1
-6.49689,3.11301,-1
-3.93837,-1.86686,-1
2.51419,0.934464,1
-11.5957,-4.79505,-1
2.74949,0.9553,-1
-8.86296,-6.2539,-1
1.6898,0.231396,1
-3.68453,2.51793,-1
-9.80131,-6.30637,-1
-8.93967,-5.38082,-1
-8.66057,-0.804731,-1
-4.99106,1.22197,-1
-10.6818,-5.72628,-1
0.87372,0.626918,-1
1.80964,-0.257432,2
2.0237,0.221204,1
-8.10286,-5.55168,17
-3.58181,-2.99275,-1
-10.8278,-4.42245,-1
2.51535,0.556592,1
-6.94029,3.07692,-1
-8.2463,-6.37148,-1
-9.21699,-4.59712,-1
-4.08791,1.79515,-1
-8.8334,-1.71769,-1
-2.48806,-4.95903,-1
-3.29588,1.09943,-1
-4.37835,0.841845,-1
1.45483,-0.280998,23
-9.83776,3.94824,-1
2.68804,0.160087,10
-7.75562,-0.938197,-1
-6.7802,1.03692,-1
-11.0115,-5.33733,-1
-3.5355,-2.02,-1
1.50271,0.241053,1
-7.27145,4.62805,-1
2.0138,0.369718,1
1.38922,0.365946,1
-8.18235,-5.28589,-1
1.55723,1.22057,13
-7.37709,-6.49024,-1
-8.89144,0.867393,-1
-6.92178,-6.15892,-1
2.89233,0.701965,-1
2.01846,0.584436,1
-7.84158,-6.33271,16
-2.37164,-0.677239,-1
2.54382,0.971893,1
-9.86796,-4.72101,-1
-10.5109,-5.38046,-1
-8.47589,-5.48449,-1
-4.92957,0.463407,-1
-9.5538,-4.90051,27
2.11401,1.40222,-1
-4.17954,1.47832,-1
2.10889,0.75226,1
-9.30571,-5.05385,-1
1.94463,0.405704,1
-10.1503,-4.16586,-1
-9.07413,-5.33741,12
-7.89988,-6.23237,16
-8.89301,-4.15621,20
-5.40139,-4.24027,-1
1.38555,0.549964,1
-9.61293,-5.91731,-1
-9.11648,-1.34385,-1
-3.48722,-2.3853,-1
-7.94282,-5.77222,-1
1.8976,0.717325,1
-8.41593,-4.07048,-1
1.8655,0.877495,1
-5.03281,0.760434,-1
-7.00144,-1.20039,-1
-5.06687,1.37863,-1
2.29473,0.433106,1
-2.64068,4.38617,-1
1.54119,0.889594,1
1.86613,0.555479,1
-9.58207,-6.07946,15
-9.42127,-4.63139,-1
-8.46565,-4.92635,-1
-2.95796,0.84305,-1
-7.62631,-3.03406,-1
1.87442,0.208561,1
-9.96631,-5.89878,-1
-2.51656,1.08264,-1
-9.56325,-4.27129,-1
-1.03027,-0.745931,-1
-8.5465,-3.88669,-1
1.07652,1.0524,-1
2.37994,0.559726,1
-9.41313,-4.70383,-1
2.28168,0.241569,1
-8.05894,-5.56423,17
1.1971,0.948615,-1
-7.41681,7.01733,-1
-4.58293,-1.67482,-1
1.98018,-0.291712,-1
-6.3446,-1.70205,-1
1.31873,0.14242,1
-9.64183,-6.62569,-1
-0.127881,0.41432,-1
-3.69456,-1.90357,-1
-2.77102,-3.46093,-1
-3.07229,-0.228839,-1
-8.96867,-5.70983,7
1.96187,1.15835,1
1.94704,-0.011963,1
2.24662,0.297439,1
1.86327,0.927038,1
2.79991,0.746629,-1
1.55233,0.673946,1
-10.9213,-5.77992,-1
-7.06807,7.18173,-1
-4.96232,-0.550164,-1
-9.74567,-6.68409,-1
2.12218,0.253204,1
-0.0329447,1.72753,-1
-4.79322,-4.93735,-1
-8.80094,0.497751,-1
2.59514,0.778994,1
-6.56005,0.162264,-1
-9.05606,-5.11616,12
2.41878,0.458313,1
2.21466,0.188584,1
-3.28808,-0.610169,-1
-5.96101,-0.919926,-1
2.90232,0.946918,-1
1.88455,0.557052,1
-10.9739,-4.43314,-1
-7.67201,-4.74402,-1
1.67124,0.43153,1
2.90671,0.514977,25
-9.85855,-5.87278,-1
-5.12429,1.95781,-1
-5.94792,-1.83437,-1
-7.09489,-0.0542318,-1
-3.24787,0.448633,-1
-9.47012,-6.62882,5
-6.5273,1.067,-1
2.03154,0.295543,1
-10.4777,-5.46871,-1
-9.25601,-5.95618,-1
-0.238575,-2.39916,-1
2.48572,0.056123,1
-7.32866,-4.40096,-1
-8.32943,-3.37653,-1
-7.28218,-3.32899,-1
1.40086,0.00441367,1
-4.6962,-1.2702,-1
-8.9101,-4.43117,19
-0.983361,2.06596,-1
-7.50775,-5.02328,-1
1.32393,0.471953,1
1.75278,0.621645,1
-6.7255,3.18254,-1
-5.82993,-2.29083,-1
-6.60371,0.506834,-1
-4.77915,-2.07223,-1
2.3449,0.98009,1
1.89939,-0.395823,-1
-4.28839,1.80532,-1
-8.72324,-4.75561,8
2.11677,-0.358421,11
1.73543,0.438279,1
-2.47827,0.0158433,-1
2.44316,0.507854,1
-0.666138,-3.11996,-1
-7.39218,-6.03896,-1
-5.88697,-2.697,-1
-9.90609,-5.0879,-1
-5.88259,-0.0819066,-1
-6.25107,2.23587,-1
-7.32274,-1.28938,-1
-7.07422,-0.00292428,-1
1.19011,-0.211917,-1
2.75719,0.226368,10
2.52527,0.367737,1
-4.17898,-1.02231,-1
1.79761,0.752993,1
2.01479,0.139438,1
-8.5269,-3.76105,-1
-0.493951,-4.18909,-1
-9.06547,-6.05696,-1
1.78737,0.772971,1
-5.24441,-0.230201,-1
-2.6141,-2.99986,-1
-7.88175,-6.31352,16
0.998367,-0.1773,-1
1.93724,0.853809,1
-5.51808,1.8759,-1
2.30826,-0.472021,-1
-10.1562,-6.95689,-1
2.1799,-0.0373081,1
-7.6718,-5.75557,24
-9.04125,-5.75036,7
3.0918,-0.0331361,-1
1.66115,0.0291519,1
-6.56599,2.4359,-1
-5.00627,1.71232,-1
-5.80336,-2.84732,-1
-9.11409,-5.11285,12
-10.9146,-6.45183,-1
-5.23979,-3.26575,29
-3.02712,0.305798,-1
-8.36281,-5.677,-1
-4.45185,-3.21305,-1
1.46211,0.104429,1
1.21707,1.03132,-1
-8.2608,-4.09787,-1
-4.61205,0.826727,-1
-8.57486,-5.05789,-1
-8.49389,-6.65233,-1
-8.4144,-4.07373,-1
-8.62688,-6.44375,-1
-3.0122,3.25698,-1
-6.17951,-4.65516,-1
-9.25756,-6.09853,3
1.82687,0.600118,1
-4.39229,-0.375305,-1
-8.42952,-7.74921,-1
-1.52002,2.96178,-1
-9.29734,-6.10749,3
2.0371,0.828435,1
-9.98872,-8.81225,-1
-11.0132,-4.08308,-1
1.40657,0.484203,1
2.83424,0.532407,25
1.763,0.379646,1
2.38053,0.199701,1
-2.66206,3.0135,-1
1.67528,-0.460153,-1
-8.9347,-4.56177,19
-5.2822,-3.61924,-1
-9.55541,-3.48657,-1
-1.65037,-0.555774,-1
2.50363,0.698268,1
-9.54787,-4.93548,27
-9.71758,-5.58016,-1
-7.81955,-2.82965,-1
-6.86377,0.423601,-1
-9.37789,-7.76078,-1
-7.22191,-6.09081,-1
-5.15554,1.38328,-1
-2.1802,1.11178,-1
2.00827,0.449054,1
2.35786,0.653474,1
2.09095,1.00196,1
-3.08452,-0.890985,-1
-8.68054,-3.07843,-1
-6.66052,-3.85308,-1
-6.19867,3.26103,-1
-8.59672,-5.87837,35
1.27964,0.0157989,1
2.03198,0.56131,1
-8.30724,-4.08545,-1
-6.0362,2.04133,-1
-11.5493,-3.072,-1
1.65828,1.26155,13
2.89044,-0.666969,-1
-5.29169,-0.731888,-1
-8.39572,-6.56984,-1
-8.89964,-5.98305,30
1.82563,1.21298,13
2.16661,0.527868,1
1.43476,-0.287861,23
1.4058,0.345669,1
-7.96927,5.51663,-1
-5.47524,4.56051,-1
1.82634,0.991476,1
-3.56695,-1.79801,-1
1.72228,0.744882,1
-4.27529,1.49673,-1
-8.47224,-5.15716,-1
-0.0896347,4.41124,-1
1.99914,-0.0225739,1
-4.55749,1.44372,-1
1.63096,0.508474,1
-4.51988,-1.02648,-1
-4.7496,1.587,-1
-10.4088,-5.84106,-1
-11.0018,-5.59364,-1
-9.68893,-6.23028,-1
1.10682,0.307413,18
-0.623572,0.881138,-1
0.0265451,-3.09162,-1
2.16049,-0.114234,1
-8.3624,-6.32873,-1
1.76488,0.915901,1
-4.20151,-2.55739,-1
-9.08091,-6.65166,-1
1.38124,0.821561,1
-0.431837,-1.71825,-1
1.79701,0.60227,1
-8.70739,-6.05745,28
-9.11494,-5.26222,12
1.63801,-0.184191,2
-9.72599,-6.52618,-1
-2.13858,-2.84868,-1
-0.396883,-0.0665891,-1
-3.49939,5.52003,-1
1.8547,0.21065,1
2.17233,1.60179,-1
2.3164,0.596993,1
1.77678,0.581439,1
1.60575,-0.221831,2
2.63149,0.225894,10
1.88237,0.237501,1
-8.69985,-4.36611,-1
-6.96846,-4.85964,-1
-9.30737,-4.76487,-1
-9.99953,-4.4831,-1
-8.8205,-5.9712,30
1.53603,0.194931,1
1.51093,0.748523,1
1.42061,0.895813,1
1.50116,0.084016,1
2.85163,0.0713289,-1
-1.7325,1.05477,-1
-9.5122,-6.11689,15
-2.92057,-4.45888,-1
1.248,-1.67366,-1
1.76464,0.148433,1
-10.4346,-4.95945,-1
1.48771,-0.331648,23
-8.56638,-3.98793,-1
-9.26254,-5.07212,-1
-3.52477,-3.01098,-1
-5.44831,0.0107905,-1
-8.33826,-6.78457,-1
2.09619,0.0303551,1
-10.0394,-5.39948,6
-8.50264,-4.60868,-1
-2.26805,1.39413,-1
2.12943,-0.215433,11
-9.40867,-5.70667,21
2.55103,0.70505,1
-8.57364,0.269462,-1
-9.31521,-6.68545,-1
-13.2835,-1.05612,-1
-7.26397,5.25889,-1
-8.13117,1.35133,-1
2.45986,0.483098,1
-10.3588,-5.18627,26
2.76111,0.708574,-1
-8.13044,-6.5698,-1
-8.08054,-6.70844,-1
-3.8824,-1.6604,-1
-1.36496,0.144453,-1
2.00373,0.875405,1
-6.37097,-0.0814719,-1
1.84722,1.49676,9
-10.0915,-8.1239,-1
-8.94199,-5.0209,-1
2.28536,0.810477,1
-8.69783,-5.38502,-1
2.05825,0.137093,1
-5.14913,-5.01865,-1
2.50811,0.496323,1
1.86772,0.565965,1
